FEATUREID,PKG,TIER,props_up,len_up_m,qadf_m3d,pf,qpk_ls,od_built_mm,dn_our_rules,slope_built_pct,slope_req_pct,slope_ratio,dod_built,v_built_ms,surcharged,dod_limit,over_dod,under_self_cleansing,over_vmax,depth_ds_m
L011741,5A-5,sub_main,393.0,8632.0,342.82,3.02,11.97,160,200,0.301,0.5,0.6,,,1,0.65,0,0,0,4.020000000000039
L011948,5A-5,lateral,0.0,25.9,0.02,3.57,0.0,160,200,0.578,0.5,1.16,0.009,0.032,0,0.65,0,1,0,1.04000000000002
L011742,5A-5,sub_main,365.0,7322.8,317.89,3.04,11.2,160,200,0.392,0.5,0.78,,,1,0.65,0,0,0,4.050000000000011
L012725,5A-5,sub_main,365.0,7305.2,317.88,3.04,11.2,160,200,0.397,0.5,0.79,,,1,0.65,0,0,0,4.500999999999976
L011778,5A-5,lateral,0.0,29.6,0.02,3.57,0.0,160,200,0.598,0.5,1.2,0.009,0.034,0,0.65,0,1,0,2.296999999999969
L011759,5A-5,lateral,8.0,558.5,7.25,3.57,0.3,160,200,0.58,0.5,1.16,0.112,0.275,0,0.65,0,1,0,1.550000000000011
L011743,5A-5,sub_main,365.0,7286.5,317.87,3.04,11.2,160,200,0.392,0.5,0.78,,,1,0.65,0,0,0,4.706999999999994
L011758,5A-5,lateral,8.0,524.1,7.23,3.57,0.3,160,200,0.578,0.5,1.16,0.112,0.274,0,0.65,0,1,0,1.560000000000002
L011744,5A-5,sub_main,365.0,7250.3,317.84,3.04,11.2,160,200,0.395,0.5,0.79,,,1,0.65,0,0,0,4.275000000000034
L011950,5A-5,lateral,2.0,20.6,1.73,3.57,0.07,160,200,1.894,0.5,3.79,0.044,0.257,0,0.65,0,1,0,1.28000000000003
L012511,5A-5,lateral,7.0,304.3,6.21,3.57,0.26,160,200,0.5,0.5,1.0,0.108,0.249,0,0.65,0,1,0,2.581999999999994
L011951,5A-5,lateral,3.0,73.9,2.62,3.57,0.11,160,200,0.603,0.5,1.21,0.069,0.2,0,0.65,0,1,0,1.504999999999995
L012510,5A-5,lateral,8.0,337.6,7.1,3.57,0.29,160,200,0.499,0.5,1.0,0.115,0.259,0,0.65,0,1,0,2.608000000000004
L012505,5A-5,lateral,3.0,104.4,2.64,3.57,0.11,160,200,0.606,0.5,1.21,0.07,0.201,0,0.65,0,1,0,2.680000000000007
L011955,5A-5,lateral,4.0,18.6,3.44,3.57,0.14,160,200,0.591,0.5,1.18,0.079,0.217,0,0.65,0,1,0,1.160000000000025
L011957,5A-5,lateral,25.0,521.0,21.79,3.57,0.9,160,200,0.497,0.5,0.99,0.195,0.368,0,0.65,0,1,0,2.610000000000014
L012509,5A-5,lateral,17.0,179.0,14.69,3.57,0.61,160,200,0.599,0.5,1.2,0.154,0.347,0,0.65,0,1,0,1.819999999999993
L011956,5A-5,lateral,29.0,573.4,25.25,3.57,1.04,160,200,0.5,0.5,1.0,0.209,0.385,0,0.65,0,1,0,2.678999999999974
L011954,5A-5,lateral,33.0,700.4,28.77,3.57,1.19,160,200,0.498,0.5,1.0,0.223,0.4,0,0.65,0,1,0,3.852000000000032
L012386,5A-5,lateral,22.0,514.1,19.21,3.57,0.79,160,200,0.381,0.5,0.76,0.196,0.322,0,0.65,0,1,0,2.454999999999984
L012387,5A-5,lateral,18.0,487.1,15.77,3.57,0.65,160,200,0.38,0.5,0.76,0.178,0.303,0,0.65,0,1,0,2.932000000000016
L012388,5A-5,lateral,17.0,453.2,14.89,3.57,0.61,160,200,0.38,0.5,0.76,0.173,0.298,0,0.65,0,1,0,0.863
L012733,5A-5,lateral,4.0,89.0,3.49,3.57,0.14,160,200,1.0,0.5,2.0,0.07,0.262,0,0.65,0,1,0,1.761000000000024
L012389,5A-5,lateral,16.0,424.2,14.01,3.57,0.58,160,200,0.382,0.5,0.76,0.168,0.292,0,0.65,0,1,0,0.783000000000015
L011963,5A-5,lateral,1.0,20.2,0.87,3.57,0.04,160,200,1.087,0.5,2.17,0.037,0.168,0,0.65,0,1,0,1.180000000000007
L012732,5A-5,lateral,3.0,61.8,2.61,3.57,0.11,160,200,1.002,0.5,2.0,0.062,0.238,0,0.65,0,1,0,1.468999999999994
L011962,5A-5,lateral,1.0,19.7,0.87,3.57,0.04,160,200,2.895,0.5,5.79,0.03,0.234,0,0.65,0,1,0,1.28000000000003
L011965,5A-5,lateral,0.0,26.4,0.02,3.57,0.0,160,200,1.097,0.5,2.19,0.008,0.039,0,0.65,0,1,0,1.329999999999984
L011966,5A-5,lateral,3.0,36.7,2.6,3.57,0.11,160,200,1.117,0.5,2.23,0.06,0.246,0,0.65,0,1,0,1.159999999999968
L012220,5A-5,lateral,0.0,55.9,0.04,3.57,0.0,160,200,0.562,0.5,1.12,0.012,0.043,0,0.65,0,1,0,1.024999999999977
L012121,5A-5,lateral,0.0,32.5,0.02,3.57,0.0,160,200,0.431,0.5,0.86,0.01,0.032,0,0.65,0,1,0,1.159999999999968
L012216,5A-5,lateral,10.0,35.6,8.59,3.57,0.35,160,200,2.534,0.5,5.07,0.085,0.483,0,0.65,0,1,0,2.190999999999974
L012445,5A-5,lateral,0.0,24.1,0.02,3.57,0.0,160,200,0.565,0.5,1.13,0.008,0.03,0,0.65,0,1,0,1.025999999999954
L012447,5A-5,lateral,5.0,42.7,4.31,3.57,0.18,160,200,0.485,0.5,0.97,0.092,0.219,0,0.65,0,1,0,0.91700000000003
L012119,5A-5,lateral,1.0,23.4,0.87,3.57,0.04,160,200,1.454,0.5,2.91,0.035,0.186,0,0.65,0,1,0,1.259999999999991
L012118,5A-5,lateral,3.0,20.4,2.58,3.57,0.11,160,200,0.485,0.5,0.97,0.073,0.185,0,0.65,0,1,0,0.769000000000005
L011926,5A-5,lateral,33.0,733.4,28.79,3.57,1.19,160,200,0.605,0.5,1.21,0.213,0.429,0,0.65,0,1,0,3.190999999999974
L011925,5A-5,lateral,30.0,708.6,26.21,3.57,1.08,160,200,0.603,0.5,1.21,0.204,0.416,0,0.65,0,1,0,3.14100000000002
L012424,5A-5,lateral,20.0,557.9,17.53,3.57,0.72,160,200,0.594,0.5,1.19,0.168,0.366,0,0.65,0,1,0,2.729999999999961
L012418,5A-5,lateral,1.0,16.7,0.87,3.57,0.04,160,200,0.598,0.5,1.2,0.042,0.137,0,0.65,0,1,0,1.100000000000023
L012391,5A-5,lateral,14.0,364.1,12.25,3.57,0.51,160,200,0.38,0.5,0.76,0.158,0.28,0,0.65,0,1,0,0.934000000000026
L012392,5A-5,lateral,11.0,336.8,9.66,3.57,0.4,160,200,0.38,0.5,0.76,0.141,0.26,0,0.65,0,1,0,0.96999999999997
L012393,5A-5,lateral,10.0,307.8,8.79,3.57,0.36,160,200,0.38,0.5,0.76,0.135,0.252,0,0.65,0,1,0,0.829999999999984
L012423,5A-5,lateral,8.0,115.7,6.94,3.57,0.29,160,200,0.266,0.5,0.53,0.132,0.207,0,0.65,0,1,0,0.889999999999986
L012394,5A-5,lateral,7.0,268.6,6.19,3.57,0.26,160,200,0.379,0.5,0.76,0.115,0.226,0,0.65,0,1,0,0.900999999999954
L012395,5A-5,lateral,4.0,229.9,3.59,3.57,0.15,160,200,0.382,0.5,0.76,0.089,0.19,0,0.65,0,1,0,1.033999999999992
L011931,5A-5,lateral,8.0,89.8,6.92,3.57,0.29,160,200,0.27,0.5,0.54,0.131,0.207,0,0.65,0,1,0,0.841000000000008
L011935,5A-5,lateral,3.0,201.9,2.71,3.57,0.11,160,200,0.379,0.5,0.76,0.079,0.172,0,0.65,0,1,0,1.137
L011973,5A-5,lateral,2.0,19.8,1.73,3.57,0.07,160,200,1.112,0.5,2.22,0.05,0.214,0,0.65,0,1,0,1.330000000000041
L012512,5A-5,lateral,17.0,148.6,14.67,3.57,0.61,160,200,0.599,0.5,1.2,0.154,0.347,0,0.65,0,1,0,1.798000000000002
L012506,5A-5,lateral,32.0,668.5,27.89,3.57,1.15,160,200,0.501,0.5,1.0,0.22,0.397,0,0.65,0,1,0,2.90300000000002
L012513,5A-5,lateral,14.0,117.2,12.08,3.57,0.5,160,200,0.6,0.5,1.2,0.141,0.327,0,0.65,0,1,0,1.639999999999986
L012508,5A-5,lateral,31.0,604.2,26.99,3.57,1.11,160,200,0.496,0.5,0.99,0.217,0.392,0,0.65,0,1,0,2.75200000000001
L012507,5A-5,lateral,31.0,635.7,27.01,3.57,1.12,160,200,0.499,0.5,1.0,0.216,0.393,0,0.65,0,1,0,2.868999999999971
L011958,5A-5,lateral,11.0,86.2,9.48,3.57,0.39,160,200,0.598,0.5,1.2,0.126,0.303,0,0.65,0,1,0,1.584000000000003
L011906,5A-5,sub_main,326.0,6210.4,283.69,3.09,10.13,160,200,0.219,0.5,0.44,,,1,0.65,0,0,0,4.336000000000013
L011905,5A-5,sub_main,326.0,6170.6,283.66,3.09,10.13,160,200,0.217,0.5,0.43,,,1,0.65,0,0,0,4.399000000000001
L012514,5A-5,lateral,7.0,49.6,6.03,3.57,0.25,160,200,0.6,0.5,1.2,0.102,0.262,0,0.65,0,1,0,1.515000000000043
L011959,5A-5,lateral,4.0,22.1,3.44,3.57,0.14,160,200,0.589,0.5,1.18,0.079,0.217,0,0.65,0,1,0,1.339999999999975
L011924,5A-5,lateral,19.0,533.0,16.66,3.57,0.69,160,200,0.594,0.5,1.19,0.164,0.36,0,0.65,0,1,0,2.75200000000001
L011918,5A-5,lateral,7.0,256.8,6.18,3.57,0.26,160,200,0.598,0.5,1.2,0.103,0.264,0,0.65,0,1,0,2.416999999999973
L012428,5A-5,lateral,10.0,297.8,8.78,3.57,0.36,160,200,0.601,0.5,1.2,0.121,0.296,0,0.65,0,1,0,2.473000000000013
L012427,5A-5,lateral,13.0,360.8,11.39,3.57,0.47,160,200,0.599,0.5,1.2,0.137,0.321,0,0.65,0,1,0,2.760000000000048
L011929,5A-5,lateral,12.0,326.0,10.51,3.57,0.43,160,200,0.597,0.5,1.19,0.132,0.313,0,0.65,0,1,0,2.50200000000001
L011923,5A-5,lateral,19.0,508.7,16.64,3.57,0.69,160,200,0.593,0.5,1.19,0.164,0.36,0,0.65,0,1,0,2.687999999999988
L011919,5A-5,lateral,7.0,216.8,6.15,3.57,0.25,160,200,0.598,0.5,1.2,0.103,0.264,0,0.65,0,1,0,2.468000000000018
L012425,5A-5,lateral,5.0,114.6,4.36,3.57,0.18,160,200,0.602,0.5,1.2,0.088,0.236,0,0.65,0,1,0,1.410000000000025
L011920,5A-5,lateral,4.0,186.0,3.56,3.57,0.15,160,200,0.599,0.5,1.2,0.08,0.221,0,0.65,0,1,0,2.243999999999971
L011930,5A-5,lateral,5.0,32.9,4.31,3.57,0.18,160,200,0.267,0.5,0.53,0.105,0.178,0,0.65,0,1,0,1.088000000000022
L011967,5A-5,lateral,4.0,85.8,3.49,3.57,0.14,160,200,1.094,0.5,2.19,0.069,0.27,0,0.65,0,1,0,1.627999999999986
L012519,5A-5,lateral,5.0,107.5,4.36,3.57,0.18,160,200,1.095,0.5,2.19,0.076,0.29,0,0.65,0,1,0,2.055000000000007
L012518,5A-5,lateral,7.0,144.9,6.1,3.57,0.25,160,200,1.095,0.5,2.19,0.089,0.324,0,0.65,0,1,0,2.454999999999984
L012517,5A-5,lateral,11.0,181.2,9.55,3.57,0.39,160,200,1.097,0.5,2.19,0.109,0.374,0,0.65,0,1,0,2.833000000000027
L011974,5A-5,lateral,26.0,322.1,22.5,3.57,0.93,160,200,1.09,0.5,2.18,0.164,0.489,0,0.65,0,1,0,2.808999999999969
L012515,5A-5,lateral,15.0,279.9,13.05,3.57,0.54,160,200,1.094,0.5,2.19,0.126,0.413,0,0.65,0,1,0,3.663000000000011
L012516,5A-5,lateral,12.0,216.5,10.43,3.57,0.43,160,200,1.093,0.5,2.19,0.114,0.385,0,0.65,0,1,0,3.158999999999992
L011968,5A-5,lateral,14.0,249.7,12.17,3.57,0.5,160,200,1.096,0.5,2.19,0.122,0.404,0,0.65,0,1,0,3.473000000000013
L011975,5A-5,lateral,27.0,357.1,23.38,3.57,0.97,160,200,1.092,0.5,2.18,0.167,0.495,0,0.65,0,1,0,3.211000000000013
L011899,5A-5,sub_main,206.0,3356.2,178.86,3.26,6.76,160,200,0.217,0.5,0.43,0.766,0.462,0,0.65,1,1,0,4.795999999999992
L012422,5A-5,lateral,7.0,65.0,6.04,3.57,0.25,160,200,0.268,0.5,0.54,0.123,0.198,0,0.65,0,1,0,0.813999999999965
L012524,5A-5,lateral,22.0,246.5,19.02,3.57,0.79,160,200,1.095,0.5,2.19,0.151,0.465,0,0.65,0,1,0,2.330000000000041
L011934,5A-5,lateral,2.0,167.5,1.83,3.57,0.08,160,200,0.38,0.5,0.76,0.066,0.152,0,0.65,0,1,0,0.987000000000023
L012525,5A-5,lateral,20.0,214.8,17.28,3.57,0.71,160,200,1.096,0.5,2.19,0.144,0.451,0,0.65,0,1,0,2.092999999999961
L012396,5A-5,lateral,2.0,131.4,1.81,3.57,0.07,160,200,0.381,0.5,0.76,0.065,0.151,0,0.65,0,1,0,0.830000000000041
L012526,5A-5,lateral,17.0,180.3,14.69,3.57,0.61,160,200,1.096,0.5,2.19,0.133,0.429,0,0.65,0,1,0,1.904999999999973
L012397,5A-5,lateral,2.0,105.5,1.79,3.57,0.07,160,200,0.381,0.5,0.76,0.065,0.15,0,0.65,0,1,0,0.911000000000001
L012527,5A-5,lateral,15.0,142.5,12.95,3.57,0.53,160,200,1.095,0.5,2.19,0.126,0.412,0,0.65,0,1,0,1.559999999999945
L011933,5A-5,lateral,1.0,74.0,0.91,3.57,0.04,160,200,0.379,0.5,0.76,0.048,0.119,0,0.65,0,1,0,0.971000000000004
L012528,5A-5,lateral,14.0,106.2,12.07,3.57,0.5,160,200,1.097,0.5,2.19,0.122,0.403,0,0.65,0,1,0,1.462999999999965
L011904,5A-5,sub_main,326.0,6135.2,283.64,3.09,10.13,160,200,0.218,0.5,0.44,,,1,0.65,0,0,0,5.472000000000037
L011903,5A-5,sub_main,326.0,6097.5,283.61,3.09,10.13,160,200,0.217,0.5,0.43,,,1,0.65,0,0,0,4.82000000000005
L011902,5A-5,sub_main,221.0,3747.8,191.98,3.24,7.19,160,200,0.217,0.5,0.43,0.813,0.463,0,0.65,1,1,0,4.572000000000003
L011854,5A-5,lateral,0.0,114.0,0.08,3.57,0.0,160,200,1.344,0.5,2.69,0.013,0.076,0,0.65,0,1,0,1.040999999999997
L012575,5A-5,lateral,0.0,79.2,0.06,3.57,0.0,160,200,1.343,0.5,2.69,0.011,0.066,0,0.65,0,1,0,0.434000000000026
L011856,5A-5,lateral,1.0,228.6,1.02,3.57,0.04,160,200,1.342,0.5,2.68,0.038,0.191,0,0.65,0,1,0,2.45999999999998
L009490,5A-5,lateral,105.0,2318.3,91.6,3.54,3.75,160,200,1.057,0.5,2.11,0.329,0.734,0,0.65,0,1,0,4.572000000000003
L011901,5A-5,sub_main,221.0,3728.0,191.97,3.24,7.19,160,200,0.216,0.5,0.43,0.816,0.462,0,0.65,1,1,0,4.668999999999983
L011855,5A-5,lateral,1.0,188.0,0.99,3.57,0.04,160,200,1.343,0.5,2.69,0.037,0.189,0,0.65,0,1,0,1.654999999999973
L011969,5A-5,lateral,15.0,319.8,13.08,3.57,0.54,160,200,1.095,0.5,2.19,0.126,0.413,0,0.65,0,1,0,4.04000000000002
L012573,5A-5,lateral,1.0,149.4,0.96,3.57,0.04,160,200,1.343,0.5,2.69,0.037,0.187,0,0.65,0,1,0,0.487000000000023
L011900,5A-5,sub_main,221.0,3707.1,191.96,3.24,7.19,160,200,0.218,0.5,0.44,0.811,0.465,0,0.65,1,1,0,4.653999999999996
L011850,5A-5,lateral,104.0,2068.7,90.57,3.54,3.71,160,200,1.054,0.5,2.11,0.328,0.731,0,0.65,0,1,0,4.829999999999984
L012576,5A-5,lateral,104.0,2049.7,90.55,3.54,3.71,160,200,0.915,0.5,1.83,0.34,0.695,0,0.65,0,1,0,4.230000000000018
L011852,5A-5,lateral,24.0,729.1,21.08,3.57,0.87,160,200,0.408,0.5,0.82,0.202,0.339,0,0.65,0,1,0,3.797000000000025
L012577,5A-5,lateral,29.0,759.6,25.39,3.57,1.05,160,200,0.413,0.5,0.83,0.22,0.361,0,0.65,0,1,0,3.812999999999988
L011849,5A-5,lateral,29.0,773.6,25.4,3.57,1.05,160,200,0.409,0.5,0.82,0.221,0.359,0,0.65,0,1,0,3.840000000000032
L012117,5A-5,lateral,2.0,125.8,1.8,3.57,0.07,160,200,0.8,0.5,1.6,0.055,0.195,0,0.65,0,1,0,2.287000000000035
L012592,5A-5,lateral,24.0,699.2,21.06,3.57,0.87,160,200,0.413,0.5,0.83,0.201,0.341,0,0.65,0,1,0,3.65500000000003
L012116,5A-5,lateral,2.0,95.0,1.78,3.57,0.07,160,200,0.799,0.5,1.6,0.055,0.194,0,0.65,0,1,0,1.769999999999982
L011898,5A-5,sub_main,206.0,3328.6,178.84,3.26,6.76,160,200,0.219,0.5,0.44,0.763,0.463,0,0.65,1,1,0,4.675999999999988
L012522,5A-5,lateral,29.0,388.2,25.12,3.57,1.04,160,200,1.091,0.5,2.18,0.172,0.506,0,0.65,0,1,0,3.70999999999998
L011897,5A-5,sub_main,206.0,3304.4,178.82,3.26,6.75,160,200,0.216,0.5,0.43,0.766,0.461,0,0.65,1,1,0,4.722999999999956
L011896,5A-5,sub_main,206.0,3284.5,178.8,3.26,6.75,160,200,0.219,0.5,0.44,0.762,0.464,0,0.65,1,1,0,4.839999999999975
L012529,5A-5,lateral,28.0,422.7,24.29,3.57,1.0,160,200,1.143,0.5,2.29,0.168,0.509,0,0.65,0,1,0,4.430000000000007
L012521,5A-5,lateral,57.0,840.2,49.43,3.57,2.04,160,200,1.056,0.5,2.11,0.242,0.614,0,0.65,0,1,0,4.629999999999995
L011895,5A-5,sub_main,206.0,3266.2,178.79,3.26,6.75,160,200,0.216,0.5,0.43,0.766,0.461,0,0.65,1,1,0,4.879999999999995
L012530,5A-5,lateral,27.0,389.7,23.41,3.57,0.97,160,200,1.143,0.5,2.29,0.165,0.503,0,0.65,0,1,0,3.983000000000004
L011894,5A-5,sub_main,205.0,3245.9,177.92,3.27,6.72,160,200,0.219,0.5,0.44,0.759,0.464,0,0.65,1,1,0,4.916000000000054
L011893,5A-5,sub_main,205.0,3224.4,177.9,3.27,6.72,160,200,0.215,0.5,0.43,0.765,0.46,0,0.65,1,1,0,6.009000000000015
L011600,5A-5,lateral,0.0,12.1,0.01,3.57,0.0,160,200,0.579,0.5,1.16,0.007,0.023,0,0.65,0,1,0,1.800000000000011
L011640,5A-5,sub_main,0.0,3415.7,2.46,3.57,0.1,160,200,0.304,0.5,0.61,0.079,0.155,0,0.65,0,1,0,3.490000000000009
L011639,5A-5,sub_main,0.0,3389.4,2.44,3.57,0.1,160,200,0.322,0.5,0.64,0.078,0.157,0,0.65,0,1,0,3.45999999999998
L011638,5A-5,sub_main,0.0,3361.4,2.42,3.57,0.1,160,200,0.259,0.5,0.52,0.082,0.146,0,0.65,0,1,0,3.430000000000007
L012651,5A-5,lateral,0.0,658.6,0.47,3.57,0.02,160,200,0.598,0.5,1.2,0.033,0.111,0,0.65,0,1,0,3.189999999999998
L012652,5A-5,lateral,0.0,619.3,0.45,3.57,0.02,160,200,0.599,0.5,1.2,0.032,0.109,0,0.65,0,1,0,2.894999999999982
L012653,5A-5,lateral,0.0,587.6,0.42,3.57,0.02,160,200,0.596,0.5,1.19,0.031,0.107,0,0.65,0,1,0,2.884999999999991
L011810,5A-5,lateral,0.0,550.4,0.4,3.57,0.02,160,200,0.598,0.5,1.2,0.03,0.104,0,0.65,0,1,0,2.692999999999984
L012654,5A-5,lateral,0.0,522.6,0.38,3.57,0.02,160,200,0.598,0.5,1.2,0.029,0.102,0,0.65,0,1,0,2.586999999999989
L011637,5A-5,sub_main,0.0,2679.7,1.93,3.57,0.08,160,200,0.309,0.5,0.62,0.071,0.144,0,0.65,0,1,0,3.54000000000002
L011777,5A-5,lateral,7.0,229.3,6.16,3.57,0.25,160,200,0.55,0.5,1.1,0.105,0.256,0,0.65,0,1,0,1.939999999999998
L011757,5A-5,lateral,1.0,274.1,1.05,3.57,0.04,160,200,0.601,0.5,1.2,0.046,0.147,0,0.65,0,1,0,1.939999999999998
L011745,5A-5,sub_main,365.0,7214.4,317.82,3.04,11.2,160,200,0.392,0.5,0.78,,,1,0.65,0,0,0,4.232999999999947
L011952,5A-5,lateral,3.0,20.3,2.58,3.57,0.11,160,200,0.59,0.5,1.18,0.069,0.198,0,0.65,0,1,0,1.160000000000025
L011760,5A-5,lateral,0.0,19.1,0.01,3.57,0.0,160,200,3.773,0.5,7.55,0.005,0.05,0,0.65,0,1,0,3.049999999999955
L011776,5A-5,lateral,6.0,185.0,5.27,3.57,0.22,160,200,0.55,0.5,1.1,0.098,0.244,0,0.65,0,1,0,1.237000000000023
L011746,5A-5,sub_main,365.0,7176.7,317.79,3.04,11.2,160,200,0.392,0.5,0.78,,,1,0.65,0,0,0,4.954999999999984
L011756,5A-5,lateral,1.0,243.1,1.03,3.57,0.04,160,200,0.601,0.5,1.2,0.046,0.146,0,0.65,0,1,0,2.254000000000019
L011953,5A-5,lateral,39.0,864.8,34.03,3.57,1.41,160,200,0.499,0.5,1.0,0.243,0.421,0,0.65,0,1,0,3.25
L011775,5A-5,lateral,4.0,151.9,3.54,3.57,0.15,160,200,0.55,0.5,1.1,0.081,0.214,0,0.65,0,1,0,1.194999999999993
L011766,5A-5,lateral,0.0,286.7,0.21,3.57,0.01,160,200,0.606,0.5,1.21,0.023,0.083,0,0.65,0,1,0,2.481999999999971
L012570,5A-5,lateral,1.0,27.6,0.88,3.57,0.04,160,200,1.447,0.5,2.89,0.035,0.186,0,0.65,0,1,0,0.45999999999998
L011765,5A-5,lateral,0.0,251.9,0.18,3.57,0.01,160,200,0.603,0.5,1.21,0.022,0.079,0,0.65,0,1,0,1.500999999999976
L011764,5A-5,lateral,0.0,217.9,0.16,3.57,0.01,160,200,0.606,0.5,1.21,0.02,0.075,0,0.65,0,1,0,1.836000000000013
L011763,5A-5,lateral,0.0,187.4,0.13,3.57,0.01,160,200,0.603,0.5,1.21,0.019,0.071,0,0.65,0,1,0,2.790999999999997
L012572,5A-5,lateral,0.0,157.2,0.11,3.57,0.0,160,200,0.608,0.5,1.22,0.018,0.066,0,0.65,0,1,0,3.609000000000037
L011779,5A-5,lateral,0.0,58.7,0.04,3.57,0.0,160,200,0.596,0.5,1.19,0.012,0.045,0,0.65,0,1,0,3.75
L011762,5A-5,lateral,0.0,125.3,0.09,3.57,0.0,160,200,0.603,0.5,1.21,0.016,0.061,0,0.65,0,1,0,3.894999999999982
L011761,5A-5,lateral,0.0,44.3,0.03,3.57,0.0,160,200,3.774,0.5,7.55,0.007,0.072,0,0.65,0,1,0,3.850000000000023
L011806,5A-5,lateral,0.0,80.6,0.06,3.57,0.0,160,200,0.6,0.5,1.2,0.013,0.051,0,0.65,0,1,0,1.144000000000005
L011747,5A-5,sub_main,365.0,7146.8,317.77,3.04,11.2,160,200,0.395,0.5,0.79,,,1,0.65,0,0,0,4.877999999999986
L011755,5A-5,lateral,1.0,222.0,1.02,3.57,0.04,160,200,0.603,0.5,1.21,0.045,0.145,0,0.65,0,1,0,2.157000000000039
L011774,5A-5,lateral,3.0,111.9,2.65,3.57,0.11,160,200,0.548,0.5,1.1,0.071,0.194,0,0.65,0,1,0,1.254999999999995
L011748,5A-5,sub_main,326.0,6244.5,283.72,3.09,10.13,160,200,0.217,0.5,0.43,,,1,0.65,0,0,0,4.350000000000023
L011754,5A-5,lateral,0.0,187.5,0.14,3.57,0.01,160,200,0.601,0.5,1.2,0.019,0.071,0,0.65,0,1,0,1.468999999999994
L011773,5A-5,lateral,3.0,87.3,2.63,3.57,0.11,160,200,0.55,0.5,1.1,0.071,0.194,0,0.65,0,1,0,1.220000000000027
L011753,5A-5,lateral,0.0,156.3,0.11,3.57,0.0,160,200,0.605,0.5,1.21,0.018,0.066,0,0.65,0,1,0,1.630999999999972
L011772,5A-5,lateral,3.0,59.7,2.61,3.57,0.11,160,200,0.552,0.5,1.1,0.071,0.194,0,0.65,0,1,0,1.418000000000006
L011752,5A-5,lateral,0.0,134.6,0.1,3.57,0.0,160,200,0.601,0.5,1.2,0.017,0.062,0,0.65,0,1,0,2.060000000000002
L011771,5A-5,lateral,2.0,28.1,1.73,3.57,0.07,160,200,0.548,0.5,1.1,0.059,0.169,0,0.65,0,1,0,1.124000000000024
L012655,5A-5,lateral,0.0,494.2,0.36,3.57,0.01,160,200,0.6,0.5,1.2,0.029,0.1,0,0.65,0,1,0,2.507000000000005
L011636,5A-5,sub_main,0.0,2647.4,1.91,3.57,0.08,160,200,0.296,0.5,0.59,0.071,0.141,0,0.65,0,1,0,3.5
L011809,5A-5,lateral,0.0,463.5,0.33,3.57,0.01,160,200,0.597,0.5,1.19,0.028,0.098,0,0.65,0,1,0,2.44300000000004
L011635,5A-5,sub_main,0.0,2613.5,1.88,3.57,0.08,160,200,0.318,0.5,0.64,0.069,0.144,0,0.65,0,1,0,3.419999999999959
L012658,5A-5,lateral,0.0,323.1,0.23,3.57,0.01,160,200,0.601,0.5,1.2,0.024,0.086,0,0.65,0,1,0,2.281000000000006
L012657,5A-5,lateral,0.0,361.2,0.26,3.57,0.01,160,200,0.601,0.5,1.2,0.025,0.09,0,0.65,0,1,0,2.339999999999975
L011808,5A-5,lateral,0.0,288.4,0.21,3.57,0.01,160,200,0.6,0.5,1.2,0.023,0.083,0,0.65,0,1,0,2.22199999999998
L012659,5A-5,lateral,0.0,248.9,0.18,3.57,0.01,160,200,0.602,0.5,1.2,0.021,0.078,0,0.65,0,1,0,2.125
L012656,5A-5,lateral,0.0,68.3,0.05,3.57,0.0,160,200,0.6,0.5,1.2,0.013,0.048,0,0.65,0,1,0,1.399999999999977
L011634,5A-5,sub_main,0.0,2585.2,1.86,3.57,0.08,160,200,0.288,0.5,0.58,0.071,0.139,0,0.65,0,1,0,3.379999999999995
L011807,5A-5,lateral,0.0,212.8,0.15,3.57,0.01,160,200,0.599,0.5,1.2,0.02,0.074,0,0.65,0,1,0,1.348000000000013
L012661,5A-5,lateral,0.0,178.7,0.13,3.57,0.01,160,200,0.602,0.5,1.2,0.019,0.069,0,0.65,0,1,0,1.954000000000008
L011815,5A-5,lateral,0.0,31.6,0.02,3.57,0.0,160,200,0.601,0.5,1.2,0.009,0.035,0,0.65,0,1,0,1.120000000000005
L011633,5A-5,sub_main,0.0,2547.1,1.83,3.57,0.08,160,200,0.3,0.5,0.6,0.07,0.14,0,0.65,0,1,0,3.169999999999959
L011632,5A-5,sub_main,0.0,2507.1,1.81,3.57,0.07,160,200,0.297,0.5,0.59,0.069,0.138,0,0.65,0,1,0,3.279999999999973
L012686,5A-5,lateral,0.0,1764.8,1.27,3.57,0.05,160,200,0.302,0.5,0.6,0.059,0.124,0,0.65,0,1,0,3.248999999999967
L012687,5A-5,lateral,0.0,1797.8,1.29,3.57,0.05,160,200,0.303,0.5,0.61,0.059,0.125,0,0.65,0,1,0,3.199000000000012
L012688,5A-5,lateral,0.0,1832.1,1.32,3.57,0.05,160,200,0.3,0.5,0.6,0.06,0.125,0,0.65,0,1,0,3.032000000000039
L012689,5A-5,lateral,0.0,1867.7,1.34,3.57,0.06,160,200,0.304,0.5,0.61,0.06,0.126,0,0.65,0,1,0,3.25
L012690,5A-5,lateral,0.0,1894.9,1.36,3.57,0.06,160,200,0.294,0.5,0.59,0.061,0.126,0,0.65,0,1,0,3.0
L012660,5A-5,lateral,0.0,114.0,0.08,3.57,0.0,160,200,0.603,0.5,1.21,0.015,0.058,0,0.65,0,1,0,1.464999999999975
