NODE_UID,NODE_REF,X,Y,TIER,NODE_KIND,INLET_DEG,INLET_EDGE,OUT_EDGE,N_IN,BAND,REMEDY
N0020605,P0-M-MH20605,459293.439,2569533.538,main,junction,89.42,E0021568,E0019863,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0041440,P0-L-MH41440,444711.32,2565220.246,lateral,chamber,89.42,E0040697,E0040698,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0001051,P0-L-MH1051,452002.926,2572517.025,lateral,junction,89.42,E0006155,E0000960,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0040319,P0-L-MH40319,446210.035,2565987.851,lateral,junction,89.42,E0040561,E0039577,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0041580,P0-L-MH41580,462436.625,2569524.006,lateral,chamber,89.43,E0040837,E0040838,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0014134,P0-M-MH14134,452476.858,2567550.627,main,junction,89.43,E0015099,E0013392,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0049190,P0-L-MH49190,443703.334,2569065.9,lateral,junction,89.43,E0048542,E0048448,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0041399,P0-L-MH41399,448326.117,2563269.669,lateral,junction,89.43,E0041493,E0040657,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0043648,P0-L-MH43648,445195.4,2565377.255,lateral,chamber,89.43,E0042905,E0042906,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0027251,P0-L-MH27251,452886.906,2572509.884,lateral,chamber,89.44,E0026508,E0026509,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0012141,P0-L-MH12141,454632.455,2567387.531,lateral,junction,89.44,E0013269,E0011399,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0038067,P0-L-MH38067,445416.636,2560960.274,lateral,junction,89.44,E0038595,E0037325,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0014213,P0-L-MH14213,452178.902,2566921.614,lateral,chamber,89.44,E0013470,E0013471,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0015382,P0-M-MH15382,454060.794,2574721.882,main,junction,89.44,E0016213,E0014640,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0018086,P0-M-MH18086,447051.271,2571953.274,main,junction,89.44,E0018978,E0017344,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0040632,P0-M-MH40632,462109.328,2570000.545,main,junction,89.44,E0040783,E0039890,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0041213,P0-L-MH41213,447265.26,2566850.115,lateral,chamber,89.44,E0040470,E0040471,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0024038,P0-L-MH24038,450881.958,2569532.514,lateral,chamber,89.44,E0023295,E0023296,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0014234,P0-L-MH14234,456044.189,2576082.069,lateral,chamber,89.45,E0013491,E0013492,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0026563,P0-M-MH26563,467048.09,2565543.99,main,junction,89.45,E0027473,E0025821,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0033341,P0-L-MH33341,451684.717,2563197.828,lateral,junction,89.45,E0034171,E0032599,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0033818,P0-L-MH33818,445869.054,2561266.599,lateral,junction,89.45,E0034525,E0033076,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0033692,P0-M-MH33692,447427.601,2564308.883,main,junction,89.46,E0034415,E0032950,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0039497,P0-L-MH39497,461917.646,2570023.76,lateral,junction,89.46,E0039910,E0038755,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0034754,P0-M-MH34754,449050.915,2573434.595,main,junction,89.46,E0035502,E0034012,3,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0031171,P0-L-MH31171,458957.006,2570938.084,lateral,chamber,89.46,E0030428,E0030429,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0025654,P0-L-MH25654,453724.994,2567664.732,lateral,chamber,89.46,E0024911,E0024912,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0022369,P0-M-MH22369,451231.379,2568648.564,main,junction,89.46,E0023513,E0021627,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0022435,P0-L-MH22435,450827.078,2568613.913,lateral,chamber,89.46,E0021692,E0021693,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0034473,P0-L-MH34473,457436.703,2570891.873,lateral,chamber,89.46,E0033730,E0033731,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0041285,P0-L-MH41285,446513.416,2566279.864,lateral,junction,89.46,E0041438,E0040543,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0014108,P0-L-MH14108,463285.908,2577766.503,lateral,junction,89.47,E0015083,E0013366,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0033411,P0-L-MH33411,451334.649,2562568.527,lateral,junction,89.47,E0034205,E0032669,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0033414,P0-L-MH33414,451302.866,2562648.772,lateral,chamber,89.47,E0032671,E0032672,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0039724,P0-L-MH39724,444397.309,2559810.816,lateral,junction,89.47,E0040054,E0038982,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0037468,P0-M-MH37468,450705.178,2574311.665,main,junction,89.47,E0037963,E0036726,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0034273,P0-M-MH34273,460091.502,2571059.728,main,chamber,89.47,E0033530,E0033531,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0001433,P0-M-MH1433,460110.922,2566914.054,main,junction,89.47,E0006360,E0001293,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0043310,P0-L-MH43310,459510.34,2567134.628,lateral,junction,89.47,E0043216,E0042568,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0017285,P0-M-MH17285,453640.023,2573514.837,main,junction,89.48,E0018183,E0016543,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0026061,P0-M-MH26061,443884.036,2563973.164,main,chamber,89.48,E0027212,E0025319,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0035450,P0-L-MH35450,454390.534,2569363.632,lateral,chamber,89.48,E0034707,E0034708,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0007534,P0-M-MH7534,457756.993,2577020.475,main,junction,89.48,E0009219,E0006792,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0040168,P0-L-MH40168,447575.102,2567155.544,lateral,junction,89.48,E0040427,E0039426,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0028326,P0-L-MH28326,447215.113,2573305.373,lateral,junction,89.49,E0029128,E0027584,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0010870,P0-L-MH10870,442036.113,2568552.792,lateral,chamber,89.49,E0010127,E0010128,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0016957,P0-M-MH16957,460891.155,2578757.644,main,chamber,89.49,E0016214,E0016215,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0041654,P0-SM-MH41654,457334.474,2572005.91,sub main,junction,89.49,E0041731,E0040912,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0047957,P0-L-MH47957,445103.593,2567856.386,lateral,junction,89.49,E0047286,E0047215,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0043866,P0-L-MH43866,444515.462,2559331.515,lateral,chamber,89.49,E0043710,E0043124,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0027619,P0-L-MH27619,450972.275,2569245.008,lateral,chamber,89.49,E0026876,E0026877,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0037268,P0-SM-MH37268,456580.724,2572474.058,sub main,chamber,89.49,E0036525,E0036526,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0010855,P0-SM-MH10855,441460.805,2568801.434,sub main,junction,89.5,E0011748,E0010113,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0017933,P0-L-MH17933,471270.32,2564576.656,lateral,junction,89.5,E0018727,E0017191,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0037362,P0-M-MH37362,451715.412,2571498.886,main,junction,89.5,E0037842,E0036620,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0019598,P0-L-MH19598,456348.614,2567099.338,lateral,junction,89.5,E0020370,E0018856,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0033529,P0-L-MH33529,460304.99,2578025.734,lateral,junction,89.5,E0034355,E0032787,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0006937,P0-L-MH6937,452161.232,2566354.335,lateral,junction,89.5,E0008920,E0006195,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0047595,P0-L-MH47595,449005.327,2565467.556,lateral,chamber,89.51,E0046852,E0046853,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0047388,P0-L-MH47388,448928.792,2565487.076,lateral,junction,89.51,E0046848,E0046646,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0036901,P0-L-MH36901,454018.042,2569703.59,lateral,chamber,89.51,E0036158,E0036159,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0037207,P0-SM-MH37207,461346.635,2570841.173,sub main,junction,89.51,E0037688,E0036465,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0001368,P0-M-MH1368,462589.998,2567042.641,main,junction,89.51,E0006323,E0001238,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0037878,P0-L-MH37878,447098.65,2565598.127,lateral,chamber,89.51,E0037135,E0037136,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0022499,P0-L-MH22499,445317.849,2566471.821,lateral,chamber,89.51,E0021756,E0021757,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0022111,P0-L-MH22111,451147.482,2569887.95,lateral,junction,89.51,E0023160,E0021369,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0041272,P0-L-MH41272,450376.705,2568968.075,lateral,junction,89.51,E0041432,E0040530,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0034331,P0-SM-MH34331,461200.638,2570632.374,sub main,junction,89.52,E0035033,E0033589,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0005660,P0-L-MH5660,448739.337,2565665.198,lateral,junction,89.52,E0007657,E0004951,3,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0014768,P0-SM-MH14768,447539.429,2572107.301,sub main,junction,89.52,E0015782,E0014026,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0032704,P0-L-MH32704,459942.373,2570849.972,lateral,chamber,89.52,E0031961,E0031962,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0022285,P0-L-MH22285,445635.234,2566540.377,lateral,chamber,89.52,E0021542,E0021543,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0035195,P0-SM-MH35195,450556.32,2568917.831,sub main,junction,89.52,E0035974,E0034453,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0034029,P0-L-MH34029,448269.292,2569638.687,lateral,junction,89.52,E0034737,E0033287,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0036294,P0-L-MH36294,447803.884,2571461.855,lateral,junction,89.52,E0036931,E0035552,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0010871,P0-L-MH10871,441979.612,2568590.965,lateral,chamber,89.53,E0010128,E0010129,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0045849,P0-M-MH45849,448740.291,2565715.432,main,junction,89.53,E0045552,E0045107,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0023664,P0-M-MH23664,455155.836,2568589.907,main,junction,89.53,E0024924,E0022922,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0017162,P0-M-MH17162,473563.003,2574139.774,main,junction,89.53,E0018059,E0016420,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0012926,P0-SM-MH12926,447170.145,2571146.205,sub main,junction,89.53,E0014049,E0012184,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0002671,P0-L-MH2671,446423.594,2564689.448,lateral,junction,89.53,E0006880,E0002386,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0031740,P0-L-MH31740,451802.453,2563356.483,lateral,junction,89.54,E0032605,E0030998,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0042213,P0-M-MH42213,445464.023,2565285.813,main,junction,89.54,E0042232,E0041471,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0037942,P0-L-MH37942,447680.487,2564462.14,lateral,junction,89.55,E0038441,E0037200,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0040586,P0-L-MH40586,444277.463,2565271.601,lateral,chamber,89.55,E0039843,E0039844,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0043976,P0-M-MH43976,454546.723,2576525.209,main,junction,89.55,E0043844,E0043234,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0029418,P0-SM-MH29418,460157.375,2570699.795,sub main,junction,89.55,E0030383,E0028676,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0011619,P0-L-MH11619,450817.692,2565748.368,lateral,junction,89.55,E0012657,E0010877,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0024081,P0-M-MH24081,459992.614,2569726.451,main,junction,89.55,E0025006,E0023339,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0016691,P0-L-MH16691,452850.207,2573679.548,lateral,junction,89.56,E0017488,E0015949,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0040635,P0-L-MH40635,462417.068,2569645.911,lateral,chamber,89.56,E0039892,E0039893,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0019716,P0-M-MH19716,447094.763,2571934.9,main,junction,89.56,E0020476,E0018974,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0047684,P0-L-MH47684,446776.27,2567997.528,lateral,junction,89.56,E0047046,E0046942,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0031158,P0-M-MH31158,459455.332,2571254.749,main,junction,89.56,E0032089,E0030416,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0047220,P0-SM-MH47220,447378.247,2568612.347,sub main,chamber,89.56,E0046477,E0046478,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0018089,P0-M-MH18089,447012.813,2571864.309,main,chamber,89.56,E0017346,E0017347,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0040887,P0-L-MH40887,453635.683,2575451.447,lateral,chamber,89.57,E0040144,E0040145,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0029813,P0-M-MH29813,448094.046,2572548.611,main,junction,89.57,E0030729,E0029071,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0026648,P0-L-MH26648,448221.46,2572892.858,lateral,junction,89.57,E0027555,E0025906,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0042336,P0-M-MH42336,444277.715,2565398.371,main,chamber,89.57,E0041593,E0041594,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0043416,P0-M-MH43416,453519.304,2574053.216,main,junction,89.58,E0043313,E0042674,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0042350,P0-L-MH42350,454419.391,2570895.821,lateral,chamber,89.58,E0041607,E0041608,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0042370,P0-SM-MH42370,462421.887,2569952.734,sub main,junction,89.58,E0042354,E0041628,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0017641,P0-L-MH17641,443070.779,2567954.531,lateral,chamber,89.58,E0016898,E0016899,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0042378,P0-L-MH42378,462355.567,2570000.117,lateral,chamber,89.58,E0041635,E0041636,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0041518,P0-M-MH41518,462274.446,2570058.077,main,junction,89.58,E0041637,E0040776,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0043339,P0-M-MH43339,454169.754,2576186.34,main,junction,89.58,E0043227,E0042597,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0033697,P0-SM-MH33697,447654.592,2564268.888,sub main,junction,89.58,E0034429,E0032955,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0039455,P0-L-MH39455,462159.761,2569721.818,lateral,chamber,89.58,E0038712,E0038713,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0024757,P0-M-MH24757,467008.738,2565563.392,main,junction,89.58,E0025822,E0024015,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0038252,P0-SM-MH38252,462078.64,2569779.778,sub main,junction,89.58,E0038715,E0037510,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0041584,P0-L-MH41584,462226.081,2569674.435,lateral,chamber,89.58,E0040841,E0040842,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0020477,P0-L-MH20477,446385.542,2566661.447,lateral,chamber,89.58,E0019734,E0019735,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0042968,P0-L-MH42968,445807.484,2565871.919,lateral,junction,89.59,E0042870,E0042226,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0049539,P0-L-MH49539,442008.002,2569952.939,lateral,junction,89.59,E0048866,E0048797,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0018820,P0-M-MH18820,453285.333,2567477.833,main,junction,89.59,E0019610,E0018078,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
