Plot,Connection,Chamber,Served by,Status,Properties,Qadf (m3/d),Length (m),Gradient (%),Cover (m),Package
-547,C0049402,N0006681,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,6.692075,1.0,0.6,P301
-2537,C0049403,N0016051,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,18.710343,1.0,0.6,P369
-548,C0049404,N0016051,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,42.223226,1.0,0.6,P369
-554,C0049405,N0038871,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,37.257099,1.0,0.6,P492
-1781,C0049406,N0003331,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,13.013633,1.0,0.6,P78
-556,C0049407,N0003331,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,26.430346,1.0,0.6,P78
-557,C0049408,N0015464,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,28.789217,1.0,0.6,P350
-558,C0049409,N0016030,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,4.778941,1.0,0.6,P359
-1408,C0049410,N0014172,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,10.491549,1.0,0.6,P325
-754,C0049411,N0014172,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,17.427893,1.0,0.6,P325
-559,C0049412,N0014172,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,2.172217,1.0,0.6,P325
-1541,C0049413,N0014172,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,18.351944,1.0,0.6,P325
-565,C0049414,N0018249,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,8.390665,1.0,0.6,P336
-2541,C0049415,N0018340,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,10.032166,1.0,0.6,P336
-2443,C0049416,N0018340,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,28.786849,1.0,0.6,P336
-567,C0049417,N0018340,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,31.929519,1.0,0.6,P336
-572,C0049418,N0020372,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,13.612861,1.0,0.6,P336
-574,C0049419,N0015877,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,4.600067,1.0,0.6,P323
-575,C0049420,N0007174,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,18.064401,1.0,0.6,P314
-576,C0049421,N0008840,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,4.30735,1.0,0.6,P301
-580,C0049422,N0001278,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,5.486721,1.0,0.6,P68
-1030,C0049423,N0035470,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,5.304707,1.0,0.6,P456
-588,C0049424,N0035470,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,7.107507,1.0,0.6,P456
-595,C0049425,N0040995,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,6.09965,1.0,0.6,P502
-596,C0049426,N0040996,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,18.606212,1.0,0.6,P502
-601,C0049427,N0011849,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,20.98924,1.0,0.6,P299
-603,C0049428,N0013974,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,3.99426,1.0,0.6,P311
-610,C0049429,N0009064,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,4.022073,1.0,0.6,P41
-2355,C0049430,N0014185,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,23.026642,1.0,0.6,P323
-611,C0049431,N0014185,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,6.13623,1.0,0.6,P323
-1458,C0049432,N0007147,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,8.438472,1.0,0.6,P301
-612,C0049433,N0007147,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,7.641363,1.0,0.6,P301
-613,C0049434,N0004252,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,24.074924,1.0,0.6,P259
-1815,C0049435,N0005491,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,28.987253,1.0,0.6,P31
-619,C0049436,N0005491,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,32.442549,1.0,0.6,P31
-621,C0049437,N0019193,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,29.973111,1.0,0.6,P346
-1911,C0049438,N0018342,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,4.164915,1.0,0.6,P336
-1075,C0049439,N0018342,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,11.511117,1.0,0.6,P336
-622,C0049440,N0018342,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,2.065364,1.0,0.6,P336
-2241,C0049441,N0018080,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,16.365867,1.0,0.6,P346
-623,C0049442,N0018080,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,10.205929,1.0,0.6,P346
-947,C0049443,N0040997,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,19.514877,1.0,0.6,P502
-760,C0049444,N0040997,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,23.340619,1.0,0.6,P502
-624,C0049445,N0040997,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,22.286643,1.0,0.6,P502
-2637,C0049446,N0040997,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,3.047851,1.0,0.6,P502
-2613,C0049447,N0026607,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,10.104285,1.0,0.6,P441
-626,C0049448,N0026607,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,3.318318,1.0,0.6,P441
-628,C0049449,N0002496,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,3.248069,1.0,0.6,P49
-1168,C0049450,N0004455,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,3.725898,1.0,0.6,P41
-629,C0049451,N0004455,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,4.666842,1.0,0.6,P41
-630,C0049452,N0015232,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,12.253523,1.0,0.6,P250
-1590,C0049453,N0008429,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,4.215048,1.0,0.6,P327
-869,C0049454,N0008429,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,21.224465,1.0,0.6,P327
-631,C0049455,N0008429,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,22.84701,1.0,0.6,P327
-1953,C0049456,N0008429,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,27.770335,1.0,0.6,P327
-636,C0049457,N0040847,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,13.464091,1.0,0.6,P502
-641,C0049458,N0005518,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,4.973536,1.0,0.6,P41
-2349,C0049459,N0017605,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,21.558174,1.0,0.6,P336
-1583,C0049460,N0017605,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,14.657476,1.0,0.6,P336
-650,C0049461,N0017605,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,8.209088,1.0,0.6,P336
-2479,C0049462,N0017605,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,8.785073,1.0,0.6,P336
-2116,C0049463,N0022020,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,39.876934,1.0,0.6,P400
-1666,C0049464,N0022020,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,16.88825,1.0,0.6,P400
-652,C0049465,N0022020,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,38.922043,1.0,0.6,P400
-653,C0049466,N0007360,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,5.351949,1.0,0.6,P41
-654,C0049467,N0010309,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,14.15211,1.0,0.6,P258
-655,C0049468,N0015377,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,24.093476,1.0,0.6,P340
-659,C0049469,N0008212,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,46.034043,1.0,0.6,P06
-1542,C0049470,N0004949,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,41.630466,1.0,0.6,P02
-660,C0049471,N0004949,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,24.042203,1.0,0.6,P02
-662,C0049472,N0002228,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,17.787118,1.0,0.6,P211
-666,C0049473,N0015927,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,3.927451,1.0,0.6,P248
-808,C0049474,N0039212,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,1.66141,1.0,0.6,P495
-667,C0049475,N0039212,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,23.241413,1.0,0.6,P495
-668,C0049476,N0028998,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,13.4648,1.0,0.6,P421
-823,C0049477,N0013822,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,12.344888,1.0,0.6,P323
-674,C0049478,N0013822,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,16.709382,1.0,0.6,P323
-675,C0049479,N0014466,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,6.245666,1.0,0.6,P325
-683,C0049480,N0004460,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,8.726719,1.0,0.6,P41
-2122,C0049481,N0015455,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,15.603022,1.0,0.6,P350
-1171,C0049482,N0015455,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,42.272486,1.0,0.6,P350
-685,C0049483,N0015455,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,26.962444,1.0,0.6,P350
-686,C0049484,N0014790,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,35.482989,1.0,0.6,P350
-870,C0049485,N0013678,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,42.218797,1.0,0.6,P274
-687,C0049486,N0013678,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,11.050939,1.0,0.6,P274
-688,C0049487,N0004518,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,27.588868,1.0,0.6,P08
-690,C0049488,N0015977,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,26.222374,1.0,0.6,P311
-1919,C0049489,N0008167,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,46.439439,1.0,0.6,P16
-693,C0049490,N0008167,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,44.757865,1.0,0.6,P16
-694,C0049491,N0002548,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,24.385982,1.0,0.6,P11
-695,C0049492,N0009703,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,10.658093,1.0,0.6,P05
-696,C0049493,N0002474,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,8.416363,1.0,0.6,P114
-1954,C0049494,N0016963,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,3.298927,1.0,0.6,P323
-697,C0049495,N0016963,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,4.499796,1.0,0.6,P323
-702,C0049496,N0017803,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,29.683102,1.0,0.6,P336
-706,C0049497,N0036008,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,38.230952,1.0,0.6,P481
-707,C0049498,N0024575,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,5.338761,1.0,0.6,P424
-1358,C0049499,N0011416,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,30.402773,1.0,0.6,P299
-711,C0049500,N0011416,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,42.169825,1.0,0.6,P299
-2154,C0049501,N0021065,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,14.825226,1.0,0.6,P345
-712,C0049502,N0021065,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,14.456598,1.0,0.6,P345
-713,C0049503,N0019152,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,15.281147,1.0,0.6,P345
-714,C0049504,N0001923,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,30.74209,1.0,0.6,P205
-717,C0049505,N0029377,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,32.46417,1.0,0.6,P451
-2172,C0049506,N0010416,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,3.627467,1.0,0.6,P314
-719,C0049507,N0010416,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,46.201012,1.0,0.6,P314
-2724,C0049508,N0004949,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,46.714713,1.0,0.6,P02
-727,C0049509,N0004949,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,35.660906,1.0,0.6,P02
-733,C0049510,N0012252,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,13.29914,1.0,0.6,P05
-734,C0049511,N0012885,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,8.689252,1.0,0.6,P05
-736,C0049512,N0014171,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,7.611635,1.0,0.6,P325
-737,C0049513,N0010925,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,46.442958,1.0,0.6,P299
-2300,C0049514,N0010167,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,26.466662,1.0,0.6,P01
-738,C0049515,N0010167,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,9.496223,1.0,0.6,P01
-747,C0049516,N0018328,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,5.703982,1.0,0.6,P336
-2624,C0049517,N0018328,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,2.885121,1.0,0.6,P336
-1706,C0049518,N0016557,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,3.526075,1.0,0.6,P323
-750,C0049519,N0016557,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,3.246073,1.0,0.6,P323
-751,C0049520,N0016409,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,10.166628,1.0,0.6,P323
-752,C0049521,N0015880,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,5.901506,1.0,0.6,P323
-756,C0049522,N0004515,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,7.935017,1.0,0.6,P08
-758,C0049523,N0003785,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,20.093849,1.0,0.6,P40
-759,C0049524,N0041836,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,24.891884,1.0,0.6,P498
-761,C0049525,N0017556,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,4.194145,1.0,0.6,P336
-766,C0049526,N0002024,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,24.183317,1.0,0.6,P247
-767,C0049527,N0031706,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,15.881904,1.0,0.6,P415
-1770,C0049528,N0005515,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,3.240924,1.0,0.6,P41
-937,C0049529,N0005515,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,5.617566,1.0,0.6,P41
-768,C0049530,N0005515,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,9.217022,1.0,0.6,P41
-771,C0049531,N0014184,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,7.948627,1.0,0.6,P323
-772,C0049532,N0013830,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,3.917619,1.0,0.6,P323
-1125,C0049533,N0018849,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,5.523527,1.0,0.6,P346
-776,C0049534,N0018849,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,13.751401,1.0,0.6,P346
-816,C0049535,N0016701,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,20.021014,1.0,0.6,P321
-777,C0049536,N0016701,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,25.960755,1.0,0.6,P321
-778,C0049537,N0017805,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,22.889921,1.0,0.6,P336
-779,C0049538,N0012527,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,7.164746,1.0,0.6,P248
-781,C0049539,N0018009,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,28.793763,1.0,0.6,P337
-1201,C0049540,N0008158,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,4.42505,1.0,0.6,P41
-783,C0049541,N0008158,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,5.751373,1.0,0.6,P41
-2134,C0049542,N0015119,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,44.984065,1.0,0.6,P323
-1332,C0049543,N0015119,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,26.096225,1.0,0.6,P323
-784,C0049544,N0015119,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.0,0.741608,9.662959,1.0,0.6,P323
